Academic Term,Course Campus,Course Identification,Subject,Subject Description,Course Number,Status,Status Description,Schedule Type,College,College Description,Dept,Department Description,Minimum Credit,Maximum Credit,Title Short Description,Title Long Description,Course Description,Default Grade Mode Description
Fall 2023,Beaufort,ARTSB345,ARTS,ARTS - Art Studio,B345,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Graphic Design II,Graphic Design II,"(Prerequisite: ARTS B102, B103, B104, B111, and B245) Digital production studio techniques for graphic design with a focus on typography and
word/image relationships. Additional emphases includes: design issues, fundamental communication principles, image development, and relevant
digital applications.",Standard Letter
Fall 2023,Beaufort,ARTSB363,ARTS,ARTS - Art Studio,B363,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Digital Photography II,Digital Photography II,"(Prerequisite: ARTS B102, B103, B104, B111, and B262) Building on the foundation of ARTS B262, the photographic image is further explored in the form of time-based and alternative concepts of photography.",Standard Letter
Fall 2023,Beaufort,ARTSB363,ARTS,ARTS - Art Studio,B363,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Digital Photography II,Digital Photography II,"(Prerequisite: ARTS B102, B103, B104, B111, and B262) Building on the foundation of ARTS B262, the photographic image is further explored in the form of time-based and alternative concepts of photography.",Standard Letter
Fall 2023,Beaufort,ARTSB364,ARTS,ARTS - Art Studio,B364,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Digital Photography III,Digital Photography III,"(Prerequisite: ARTS B102, B103, B104, B111, and B363) A more experimental approach to the photographic image. Non-traditional processes and
concepts will be explored, with the further development of personal expression related to the image.
",Standard Letter
Fall 2023,Beaufort,ARTSB364,ARTS,ARTS - Art Studio,B364,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Digital Photography III,Digital Photography III,"(Prerequisite: ARTS B102, B103, B104, B111, and B363) A more experimental approach to the photographic image. Non-traditional processes and
concepts will be explored, with the further development of personal expression related to the image.
",Standard Letter
Fall 2023,Beaufort,ARTSB370,ARTS,ARTS - Art Studio,B370,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Drawing,Advanced Drawing,"(Prerequisite: ARTS B102, B103, B104, B111, and B330) Execution of advanced techniques in drawing utilizing emerging and contemporary practices. Emphasis on personal expression. Can be repeated for a total of 6 credit hours",Standard Letter
Fall 2023,Beaufort,ARTSB370,ARTS,ARTS - Art Studio,B370,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Drawing,Advanced Drawing,"(Prerequisite: ARTS B102, B103, B104, B111, and B330) Execution of advanced techniques in drawing utilizing emerging and contemporary practices. Emphasis on personal expression. Can be repeated for a total of 6 credit hours",Standard Letter
Fall 2023,Beaufort,ARTSB390,ARTS,ARTS - Art Studio,B390,A,Active,Internship / Cooperative,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Directed Studio Art Internship,Directed Studio Art Internship,"(Prerequisites: minimum 2.5 GPA, 24 hours of ARTS credits, and approved contract with the internship supervisor) Supervised professional experience working within an arts business. A contract approved by the instructor, advisor and department chair is required for undergraduate students. Minimum of 150 service hours required.",Standard Letter
Fall 2023,Beaufort,ARTSB395,ARTS,ARTS - Art Studio,B395,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Topics in Studio Art,Topics in Studio Art,"(Prerequisite: ARTS B102, B103, B104, and B111) Topic varies within traditional and non-traditional studio art disciplines. May be repeated under
different topics.",Standard Letter
Fall 2023,Beaufort,ARTSB399,ARTS,ARTS - Art Studio,B399,A,Active,Independent Study,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,9,Independent Study,Independent Study in Art Studio,"(Prerequisite: Contract approval is required.)
",Standard Letter
Fall 2023,Beaufort,ARTSB412,ARTS,ARTS - Art Studio,B412,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Painting,Advanced Painting,"(Prerequisite: ARTS B102, B103, B104, B111, and B311) An advanced opportunity to develop according to one's interests. Can be repeated for a total of 6 credit hours.",Standard Letter
Fall 2023,Beaufort,ARTSB412,ARTS,ARTS - Art Studio,B412,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Painting,Advanced Painting,"(Prerequisite: ARTS B102, B103, B104, B111, and B311) An advanced opportunity to develop according to one's interests. Can be repeated for a total of 6 credit hours.",Standard Letter
Fall 2023,Beaufort,ARTSB417,ARTS,ARTS - Art Studio,B417,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Printmaking,Advanced Printmaking,"(Prerequisite: ARTS B102, B103, B104, B111, and B316) The processes and materials of making fine prints. Can be repeated for a total of 6 credit hours.",Standard Letter
Fall 2023,Beaufort,ARTSB417,ARTS,ARTS - Art Studio,B417,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Printmaking,Advanced Printmaking,"(Prerequisite: ARTS B102, B103, B104, B111, and B316) The processes and materials of making fine prints. Can be repeated for a total of 6 credit hours.",Standard Letter
Fall 2023,Beaufort,ARTSB420,ARTS,ARTS - Art Studio,B420,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Ceramics,Advanced Ceramics,"(Prerequisite: ARTS B102, B103, B104, B111, and B321) Further development of throwing and hand-building skills. Introduction to kiln firing and
continued glaze and clay experimentation. Can be repeated for a total of 6 credit hours.
",Standard Letter
Fall 2023,Beaufort,ARTSB420,ARTS,ARTS - Art Studio,B420,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Ceramics,Advanced Ceramics,"(Prerequisite: ARTS B102, B103, B104, B111, and B321) Further development of throwing and hand-building skills. Introduction to kiln firing and
continued glaze and clay experimentation. Can be repeated for a total of 6 credit hours.
",Standard Letter
Fall 2023,Beaufort,ARTSB427,ARTS,ARTS - Art Studio,B427,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Sculpture,Advanced Sculpture,"(Prerequisite: ARTS B102, B103, B014, B111, and B325) This course will focus on individual development in the form of sculpture. Can be repeated for a total of 6 credit hours.",Standard Letter
Fall 2023,Beaufort,ARTSB427,ARTS,ARTS - Art Studio,B427,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Sculpture,Advanced Sculpture,"(Prerequisite: ARTS B102, B103, B014, B111, and B325) This course will focus on individual development in the form of sculpture. Can be repeated for a total of 6 credit hours.",Standard Letter
Fall 2023,Beaufort,ARTSB431,ARTS,ARTS - Art Studio,B431,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Drawing II,Advanced Drawing II,"(Prerequisite: ARTS B102, B013, B104, B111, and B430) Development of highly individualized content in a series of drawings.",Standard Letter
Fall 2023,Beaufort,ARTSB465,ARTS,ARTS - Art Studio,B465,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Digital Photography,Advanced Digital Photography,"(Prerequisite: ARTS B102, B103, B104, B111, and B364) This course will focus on individual development in photography. Can be repeated for a total of 6 credit hours.
",Standard Letter
Fall 2023,Beaufort,ARTSB465,ARTS,ARTS - Art Studio,B465,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Advanced Digital Photography,Advanced Digital Photography,"(Prerequisite: ARTS B102, B103, B104, B111, and B364) This course will focus on individual development in photography. Can be repeated for a total of 6 credit hours.
",Standard Letter
Fall 2023,Beaufort,ARTSB485,ARTS,ARTS - Art Studio,B485,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Senior Exhibition,Senior Exhibition,"(Prerequisite: ARTS B102, B103, B104, and B111) A capstone course that focuses on a group exhibition that includes: artist biography, resume, and
statement with an online portfolio documenting the exhibition and other support materials. All Art Majors are required to register for the Senior
Exhibition in their senior year.
",Standard Letter
Fall 2023,Beaufort,ARTSB485,ARTS,ARTS - Art Studio,B485,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2EVA,USC-B English & Visual Arts,3,,Senior Exhibition,Senior Exhibition,"(Prerequisite: ARTS B102, B103, B104, and B111) A capstone course that focuses on a group exhibition that includes: artist biography, resume, and
statement with an online portfolio documenting the exhibition and other support materials. All Art Majors are required to register for the Senior
Exhibition in their senior year.
",Standard Letter
Fall 2023,Beaufort,ASTRB111,ASTR,ASTR - Astronomy,B111,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,3,,Descriptive Astronomy I,Descriptive Astronomy I,"(Prerequisite: Grade of C or better in MATH B111 or a higher level mathematics course) The universe: physical processes and methods of study. Lectures, demonstrations, and laboratory experience. Designed primarily for the non-science major.",Standard Letter
Fall 2023,Beaufort,ASTRB111L,ASTR,ASTR - Astronomy,B111L,A,Active,Lab / Clinical,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,1,,Descriptive Astronomy I Lab,Descriptive Astronomy I Laboratory,"Selected topics from ASTR B111 studied in greater depth. Laboratory experience required of students who have not completed ASTR B111. 
",Standard Letter
Fall 2023,Beaufort,ASTRB211,ASTR,ASTR - Astronomy,B211,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,3,,Descriptive Astronomy II,Desciptive Astronomy II,"(Prerequisite: Grade of C or better in MATH B111 or a higher level mathematics course) Study of Galactic Astronomy including stars, black holes and
Galaxies.",Standard Letter
Fall 2023,Beaufort,ASTRB211L,ASTR,ASTR - Astronomy,B211L,A,Active,Lab / Clinical,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,1,,Descriptive Astronomy II Lab,Descriptive Astronomy II Laboratory,(Prerequisite or Co-requisite: ASTR B111L) Topics from ASTR B111/B211 studied in greater depth. Laboratory experience required of students who have not completed ASTR B111.,Standard Letter
Fall 2023,Beaufort,BADMB101,BADM,BADM - Business Administration,B101,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Contemporary Business,Contemporary Business,"The nature of American business and its goals. The course includes types of economic systems and concepts of organizing and managing businesses. Topics in management, marketing, finance and accounting will be integrated into the course. A topical survey of business issues and challenges.
",Standard Letter
Fall 2023,Beaufort,BADMB150,BADM,BADM - Business Administration,B150,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Intro to Personal Finance,Introduction to Personal Finance,"Financial Planning and literacy from a personal perspective. Topics include money management skills, taxes, banking, savings, credit, debt management, careers, consumer purchasing strategies, housing, insurance, investments, and retirement.
",Standard Letter
Fall 2023,Beaufort,BADMB210,BADM,BADM - Business Administration,B210,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Financial Reasoning,Financial Reasoning,"The course will provide an introduction to the financial concepts and principles that support business analyses and decision making. The course will
focus on important concepts such as: the time value of money, stock and bond valuations, and interest rates and return. In addition, the course will
develop an understanding of financial statements and financial ratios.",Standard Letter
Fall 2023,Beaufort,BADMB310,BADM,BADM - Business Administration,B310,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Health Economics,Health Economics,"(Prerequisite: ECON B221 or ECON B222 or PUBH B380) This course will help students develop the understanding of demand and supply side factors related to health care so they can apply economic principles to various aspects of health, health systems and health care. 
",Standard Letter
Fall 2023,Beaufort,BADMB324,BADM,BADM - Business Administration,B324,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Commercial Law,Commercial Law,"(Prerequisite: Junior standing) Contracts, sales, bailments, negotiable instruments, agency, partnership and corporation. A combination of textbook and casebook methods of instruction is used.",Standard Letter
Fall 2023,Beaufort,BADMB345,BADM,BADM - Business Administration,B345,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Business Communications,Business Communications,"(Prerequisite: grade of ‘C’ or better in ENGL B102) A study of effective methods of business communications including written, oral, electronic and
organizational communication.",Standard Letter
Fall 2023,Beaufort,BADMB363,BADM,BADM - Business Administration,B363,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Business Finance,Business Finance,"(Prerequisite: ACCT B226) The study of the procurement, management, and analysis of the financial wealth and resources of profit-seeking firms.
",Standard Letter
Fall 2023,Beaufort,BADMB379,BADM,BADM - Business Administration,B379,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Business Ethics,Business Ethics,"(Prerequisite: Junior standing) A study of the values and ethics in business, business and government relations, corporate social performance and
stakeholder responsibility. Social, economic, political, technological and ecological dimensions of the external environment will be integrated.",Standard Letter
